06-16 19:15 root         INFO     Final search status | success value | iter: 7.302430659949934 | 7.307293956346232 | 392
06-16 19:15 root         INFO     Succ: 41/50/190 | avg time: 106.62 s | avg iter: 207.82
06-16 19:15 root         INFO     Expansion fails on O=S(Cl)Cl!
06-16 19:15 root         INFO     Expansion fails on O=S(Cl)Cl!
06-16 19:15 root         INFO     Expansion fails on O=P(Cl)(Cl)Cl!
06-16 19:15 root         INFO     Expansion fails on O=S(Cl)Cl!
06-16 19:15 root         INFO     Expansion fails on O=S(Cl)Cl!
06-16 19:15 root         INFO     Expansion fails on O=P(Cl)(Cl)Cl!
06-16 19:15 root         INFO     Expansion fails on O=P(Cl)(Cl)Cl!
06-16 19:15 root         INFO     Expansion fails on O=P(Cl)(Cl)Cl!
06-16 19:15 root         INFO     Expansion fails on O=S(Cl)Cl!
06-16 19:15 root         INFO     Expansion fails on O=P(Cl)(Cl)Cl!
06-16 19:15 root         INFO     Expansion fails on O=P(Cl)(Cl)Cl!
06-16 19:15 root         INFO     Expansion fails on O=P(Cl)(Cl)Cl!
06-16 19:15 root         INFO     Synthesis route found!
06-16 19:15 root         INFO     Final search status | success value | iter: 5.238741799246723 | 12.14649707822886 | 117
06-16 19:15 root         INFO     Succ: 42/51/190 | avg time: 105.53 s | avg iter: 206.04
06-16 19:15 root         INFO     Synthesis route found!
06-16 19:15 root         INFO     Final search status | success value | iter: 1.39855757670033 | 1.3985578132131873 | 8
06-16 19:15 root         INFO     Succ: 43/52/190 | avg time: 103.58 s | avg iter: 202.23
06-16 19:16 root         INFO     Expansion fails on O=S(Cl)Cl!
06-16 19:16 root         INFO     Expansion fails on O=S(Cl)Cl!
06-16 19:16 root         INFO     Expansion fails on O=S(Cl)Cl!
06-16 19:16 root         INFO     Expansion fails on O=S(Cl)Cl!
06-16 19:16 root         INFO     Synthesis route found!
06-16 19:16 root         INFO     Final search status | success value | iter: 5.553929957050157 | 5.563439737377078 | 132
06-16 19:16 root         INFO     Succ: 44/53/190 | avg time: 102.78 s | avg iter: 200.91
06-16 19:17 root         INFO     Synthesis route found!
06-16 19:17 root         INFO     Final search status | success value | iter: 0.04305492156717171 | 5.000990517615875 | 3
06-16 19:17 root         INFO     Succ: 45/54/190 | avg time: 100.91 s | avg iter: 197.24
06-16 19:17 root         INFO     Expansion fails on O=S(Cl)Cl!
06-16 19:17 root         INFO     Synthesis route found!
06-16 19:17 root         INFO     Final search status | success value | iter: 5.170760104058402 | 10.941452746458395 | 74
06-16 19:17 root         INFO     Succ: 46/55/190 | avg time: 99.65 s | avg iter: 195.00
06-16 19:21 root         INFO     Synthesis route found!
06-16 19:21 root         INFO     Final search status | success value | iter: 6.907755278982137 | 6.9088115756352275 | 422
06-16 19:21 root         INFO     Succ: 47/56/190 | avg time: 102.25 s | avg iter: 199.05
06-16 19:23 root         INFO     Synthesis route found!
06-16 19:23 root         INFO     Final search status | success value | iter: 5.810984602170825 | 6.287218108778796 | 148
